id,clinic_id,year,age_min,age_max,num_cycles, pct_cycles_cancelled , pct_cycles_stopped , pct_cycles_fertility_preservation , pct_transfers_gestational_carrier , pct_transfers_frozen_embryos , pct_transfers_icsi , pct_transfers_pgt 
1377,24,2019,41,,49,0.26316,0.091,0,0.4,1,0.933,1
1378,31,2019,41,,48,0,0.354,0.021,0.036,0.786,0.964,0.179
1379,59,2019,41,,51,,0.265,0,0,0.861,0.5,0
1380,79,2019,41,,55,0.081,0.173,0.091,0.115,0.577,0.923,0.346
1381,82,2019,41,,45,0.143,0.024,0.022,0.027,0.649,0.703,0.081
1382,58,2019,41,,31,,0.233,0,,0.84615,0.76923,0.38462
1383,27,2019,41,,36,0,0.167,0.083,0.58824,0.58824,1,0.82353
1384,50,2019,41,,37,0,0.162,0.027,,1,1,0.92308
1385,26,2019,41,,59,0.037,0.121,0,0.818,0.939,0.939,0.939
1386,57,2019,41,,40,0.19,0.083,0.175,0.31579,0.94737,0.57895,0.73684
1387,86,2019,41,,39,0.087,0.216,0,,0.82353,0.47059,0.52941
1388,52,2019,41,,15,,0.38462,0,,,,
1389,21,2019,41,,18,,,0,,1,0.6,0.7
1390,20,2019,41,,,0,,0,,,,
1391,70,2019,41,,,0,0,0,,,0,0
1392,60,2019,41,,2215,0.102,0.172,0.042,0.57,0.926,0.592,0.79
1393,38,2019,41,,1545,0.258,0.432,0.298,0.351,0.978,1,0.658
1394,23,2019,41,,482,0.122,0.427,0.118,0.159,0.978,0.471,0.877
1395,41,2019,41,,667,0.147,0.165,0.015,0.495,0.971,0.852,0.866
1396,48,2019,41,,286,0.182,0.213,0.084,0.052,0.634,0.821,0.216
1397,45,2019,41,,364,0.027,0.075,0.168,0.672,0.98,0.402,0.838
1398,90,2019,41,,259,0.174,0.173,0.046,0.122,0.73,0.662,0.459
1399,39,2019,41,,174,0.06,0.162,0.052,0.319,0.826,0.957,0.638
1400,56,2019,41,,198,0.067,0.208,0.025,0.235,1,0.853,0.99
1401,81,2019,41,,296,0.015,0.014,0.044,0.17,0.797,1,0.319
1402,47,2019,41,,76,0.182,0.103,0.158,0.029,0.886,0.8,0.657
1403,33,2019,41,,102,0.096,0.155,0.108,0.087,0.891,0.848,0.37
1404,54,2019,41,,101,0.214,0.14,0.059,0.065,0.903,0.774,0.806
1405,36,2019,41,,48,0.111,0.178,0.083,,1,0.47368,0.84211
1406,44,2019,41,,94,0.02,0.097,0.021,0.067,0.956,0.889,0.622
1407,43,2019,41,,128,0.167,0.2,0.008,0.154,1,0.974,0.949
1408,55,2019,41,,50,,0,0.02,0.088,1,0.706,0.941
1409,37,2019,41,,83,0.091,0.037,0.012,0.05,0.983,0.717,0.55
1410,42,2019,41,,39,0.172,0.206,0.128,,0.88889,1,0.88889
1411,22,2019,41,,40,0.129,0.028,0.225,,0.64286,0.78571,
1412,46,2019,41,,35,0.12,0.25,0.057,,1,0.71429,0.85714
1413,61,2019,41,,24,0.087,0.227,0.167,,,,
1414,83,2019,41,,11,0,0,,,1,,
1415,34,2019,41,,10,0,,,,1,,
1416,80,2019,41,,,0,0,0,  ,  ,  ,  
1417,203,2019,41,,2575,0.122,0.186,0.017,0.038,0.723,0.709,0.296
1418,309,2019,41,,2263,0.203,0.202,0.004,0.015,0.742,0.86,0.078
1419,249,2019,41,,1248,0.064,0.128,0.052,0.083,1,0.637,0.745
1420,212,2019,41,,1232,0.083,0.193,0.013,0.025,0.603,0.47,0.318
1421,300,2019,41,,1336,0.122,0.201,0.058,0,0.767,0.809,0.624
1422,302,2019,41,,1699,0.162,0.104,0.029,0.004,0.451,0.894,0.211
1423,293,2019,41,,3276,0.225,0.355,0.018,0.063,0.85,0.65,0.531
1424,395,2019,41,,651,0.075,0.277,0.017,0.099,0.785,0.749,0.427
1425,99,2019,41,,855,0.088,0.093,0.087,0.127,0.985,0.734,0.883
1426,153,2019,41,,654,0.196,0.277,0.012,0.036,0.655,0.727,0.342
1427,435,2019,41,,531,0.212,0.221,0.011,0.022,0.602,0.653,0.237
1428,299,2019,41,,793,0.15,0.167,0.076,0,0.837,0.249,0.702
1429,155,2019,41,,477,0.176,0.201,0.029,0.031,0.612,0.862,0.362
1430,413,2019,41,,380,0.125,0.151,0.024,0.306,0.925,0.677,0.656
1431,205,2019,41,,410,0.046,0.093,0.027,0.022,0.5,0.457,0.101
1432,204,2019,41,,417,0.096,0.19,0.022,0.054,0.615,0.774,0.271
1433,339,2019,41,,592,0.115,0.13,0.01,0.482,0.971,0.806,0.861
1434,377,2019,41,,421,0.148,0.195,0.012,0.059,0.965,0.629,0.673
1435,283,2019,41,,618,0.137,0.271,0.1,0,0.89,0.77,0.424
1436,102,2019,41,,517,0.164,0.245,0.023,0.254,0.917,0.6,0.649
1437,139,2019,41,,436,0.135,0.12,0.023,0.101,0.787,0.487,0.238
1438,258,2019,41,,415,0.215,0.134,0.027,0.015,0.631,0.823,0.455
1439,123,2019,41,,447,0.212,0.298,0.009,0.078,0.972,0.307,0.352
1440,100,2019,41,,364,0.224,0.181,0.022,0,0.628,0.804,0.385
1441,130,2019,41,,373,0.268,0.195,0.005,0.059,0.739,0.649,0.383
1442,352,2019,41,,293,0.095,0.121,0.01,0.006,0.778,0.696,0.287
1443,137,2019,41,,289,0.216,0.235,0.017,0.069,0.823,0.492,0.531
1444,380,2019,41,,282,0.186,0.167,0.032,0.054,0.73,0.419,0.412
1445,342,2019,41,,323,0.145,0.27,0.006,0.054,0.683,0.371,0.401
1446,214,2019,41,,199,0.062,0.172,0.015,0.019,0.66,0.84,0.349
1447,276,2019,41,,352,0.145,0.127,0.026,0.018,0.75,0.841,0.53
1448,209,2019,41,,241,0.103,0.24,0,0.04,0.644,0.617,0.195
1449,346,2019,41,,182,0.089,0.213,0.033,0.063,1,0.363,0.488
1450,280,2019,41,,343,0.017,0.165,0.111,0,0.991,0.775,0.982
1451,434,2019,41,,323,0.085,0.131,0.077,0.056,0.989,0.395,0.531
1452,164,2019,41,,346,0.204,0.176,0.04,0.225,0.801,0.815,0.437
1453,277,2019,41,,340,0.114,0.202,0.003,0.023,0.556,0.725,0.175
1454,420,2019,41,,571,0.321,0.382,0.018,0.048,0.79,0.778,0.677
1455,225,2019,41,,231,0.137,0.092,0.004,0.039,0.735,0.613,0.297
1456,168,2019,41,,278,0.169,0.305,0.022,0.101,0.652,0.913,0.29
1457,348,2019,41,,225,0.269,0.163,0.031,0.057,0.667,0.626,0.211
1458,206,2019,41,,185,0.107,0.075,0.032,0.048,0.429,0.889,0.19
1459,392,2019,41,,263,0.244,0.216,0.042,0.076,0.971,0.771,0.8
1460,328,2019,41,,137,0.191,0.129,0.022,0.043,0.462,0.817,0.108
1461,98,2019,41,,214,0.069,0.102,0,0.021,1,0.958,0.927
1462,390,2019,41,,231,0.141,0.094,0.004,0.284,0.951,0.618,0.735
1463,397,2019,41,,174,0.047,0.154,0.034,0.077,0.782,0.936,0.603
1464,120,2019,41,,176,0.073,0.22,0,0.009,0.786,0.732,0.259
1465,314,2019,41,,218,0.186,0.298,0.023,0.127,0.789,0.676,0.394
1466,284,2019,41,,116,0.121,0.058,0.466,,1,0.875,0.875
1467,389,2019,41,,105,0.157,0.113,0.019,0,0.881,0.475,0.508
1468,286,2019,41,,575,0.123,0.183,0,0,0.588,0.881,0.149
1469,135,2019,41,,235,0.261,0.312,0.013,0.125,0.75,0.693,0.42
1470,217,2019,41,,154,0.174,0.209,0.006,0.026,0.792,0.766,0.091
1471,320,2019,41,,206,0.054,0.15,0.005,0.038,0.886,0.886,0.608
1472,360,2019,41,,121,0.134,0.179,0.025,0,0.708,0.831,0.215
1473,406,2019,41,,132,0.2,0.195,0.023,0.05,0.783,0.533,0.583
1474,6,2019,41,,157,0.108,0.136,0.025,0.032,1,0.571,0.683
1475,131,2019,41,,185,0.056,0.122,0,0.032,0.914,0.925,0.763
1476,163,2019,41,,264,0.122,0.102,0.019,0.005,0.405,0.843,0.195
1477,176,2019,41,,130,0.173,0.132,0.015,0.077,0.872,0.782,0.577
1478,412,2019,41,,140,0.141,0.25,0.036,0.085,0.851,0.638,0.574
1479,227,2019,41,,97,0.184,0.078,0,0.014,0.58,0.783,0.043
1480,370,2019,41,,136,0.246,0.082,0.022,0.138,0.95,0.475,0.7
1481,329,2019,41,,153,0.162,0.199,0.033,0.011,0.5,0.244,0.078
1482,165,2019,41,,201,0.076,0.227,0,0.017,0.793,0.716,0.276
1483,324,2019,41,,103,0.288,0.186,0.01,0.024,1,0.537,0.61
1484,232,2019,41,,113,0.032,0.207,0.062,0.082,0.857,0.653,0.653
1485,325,2019,41,,154,0.081,0.17,0.026,0.011,0.696,0.902,0.196
1486,318,2019,41,,127,0.071,0.179,0.016,0.028,0.845,0.648,0.437
1487,167,2019,41,,156,0.072,0.205,0,0.013,0.974,0.688,0.468
1488,188,2019,41,,101,0.143,0.135,0.01,0.034,0.897,0.5,0.5
1489,378,2019,41,,122,0.098,0.154,0,0.093,0.867,0.52,0.307
1490,278,2019,41,,273,0.129,0.25,0.022,0,0.655,0.457,0.224
1491,185,2019,41,,108,0.051,0.151,0.009,0.014,0.716,0.432,0.284
1492,241,2019,41,,58,0.192,0.189,0,0,0.893,0.964,0.607
1493,269,2019,41,,279,0.205,0.185,0.022,0.021,0.667,0.589,0.184
1494,301,2019,41,,315,0.188,0.151,0.003,0.007,0.699,0.843,0.261
1495,359,2019,41,,127,0.02,0.063,0.016,0.024,0.854,0.683,0.207
1496,140,2019,41,,188,0.205,0.117,0.011,0.009,0.792,0.481,0.368
1497,289,2019,41,,355,0.148,0.435,0.056,0,0.835,0.976,0.729
1498,158,2019,41,,190,0.087,0.122,0.032,0.161,0.817,0.796,0.505
1499,238,2019,41,,98,0.102,0.098,0.031,0,0.382,0.603,0.088
1500,223,2019,41,,138,0.125,0.227,0.029,0.038,0.925,0.774,0.792
1501,319,2019,41,,102,0.22,0.143,0,0.017,0.672,0.586,0.207
1502,107,2019,41,,124,0.26,0.117,0,0.029,0.913,0.681,0.536
1503,208,2019,41,,180,0.057,0.173,0.106,0.049,0.885,0.705,0.852
1504,231,2019,41,,384,0.189,0.162,0.32,0.073,0.873,0.673,0.012
1505,357,2019,41,,96,0.041,0.181,0.021,0,0.557,0.607,0.197
1506,344,2019,41,,89,0.22,0.132,0.034,0.036,0.455,0.655,0.2
1507,138,2019,41,,137,0.143,0.167,0.08,0.043,0.536,0.899,0.275
1508,260,2019,41,,148,0.116,0.186,0.074,0,0.659,0.341,0.187
1509,181,2019,41,,77,0.068,0.135,0,0.037,0.556,0.981,0.204
1510,244,2019,41,,221,0.157,0.324,0.009,0.549,1,0.67,0.593
1511,184,2019,41,,62,0.37,0.173,0.016,0.061,0.909,0.636,0.455
1512,151,2019,41,,180,0.066,0.046,0.006,0.606,0.99,0.737,0.798
1513,333,2019,41,,85,0.14,0.114,0.024,0,0.921,0.447,0.684
1514,195,2019,41,,98,0.143,0.172,0.01,0.036,0.855,0.473,0.436
1515,103,2019,41,,188,0.185,0.205,0.037,0.048,0.519,0.798,0.269
1516,340,2019,41,,134,0.282,0.132,0.06,0.068,0.932,0.695,0.542
1517,213,2019,41,,82,0.114,0.143,0.049,0,0.73,0.568,0.405
1518,174,2019,41,,82,0.039,0.338,0,0.024,0.452,0.833,0.238
1519,221,2019,41,,144,0.268,0.112,0,0.024,0.671,0.647,0.282
1520,416,2019,41,,77,0.074,0.093,0.026,0.08,0.72,0.36,0.4
1521,119,2019,41,,143,0.074,0.029,0,0.092,0.608,1,0.125
1522,201,2019,41,,153,0.272,0.242,0.059,0.052,0.759,0.759,0.19
1523,146,2019,41,,197,0.027,0.041,0.005,0.008,0.891,0.602,0.305
1524,108,2019,41,,236,0.236,0.183,0.042,0.17,0.74,0.78,0.46
1525,368,2019,41,,84,0.212,0.247,0.012,0.091,0.818,0.591,0.273
1526,207,2019,41,,107,0.167,0.194,0.019,0,0.451,0.549,0.127
1527,432,2019,41,,115,0,0.122,0.017,0.053,0.789,0.447,0.487
1528,387,2019,41,,91,0.167,0.098,0.033,0.021,0.596,0.787,0.34
1529,415,2019,41,,103,0.128,0.134,0,0.066,0.852,0.459,0.279
1530,154,2019,41,,130,0.122,0.208,0.015,0.133,0.933,0.822,0.667
1531,256,2019,41,,172,0.111,0.214,0.012,0.023,0.552,0.701,0.345
1532,166,2019,41,,129,0.125,0.218,0.016,0.054,0.622,0.892,0.176
1533,313,2019,41,,84,0.103,0.222,0,0.021,0.617,0.617,0.255
1534,326,2019,41,,81,0.516,0.215,0,0.075,0.85,0.95,0.15
1535,425,2019,41,,90,0.191,0.16,0.022,0.079,0.789,0.553,0.447
1536,350,2019,41,,58,0.172,0.151,0.052,0.074,0.667,0.704,0.259
1537,171,2019,41,,115,0.301,0.247,0.009,0.065,0.387,0.806,0.113
1538,101,2019,41,,128,0.197,0.157,0.023,0.22,0.932,0.305,0.712
1539,199,2019,41,,108,0.059,0.115,0.019,0,0.493,0.821,0.209
1540,374,2019,41,,76,0.103,0.208,0.053,0.028,0.889,0.583,0.806
1541,210,2019,41,,100,0.156,0.333,0,0,0.661,0.373,0.017
1542,13,2019,41,,106,0.148,0.144,0.028,0.089,0.911,0.467,0.822
1543,270,2019,41,,95,0.306,0.237,0,0.019,0.241,0.87,0.056
1544,196,2019,41,,77,0.103,0.243,0.013,0.029,0.971,0.571,0.514
1545,226,2019,41,,48,0.3,0.214,0,0,0.828,0.759,0.448
1546,125,2019,41,,198,0.117,0.199,0.02,0.379,0.958,0.779,0.863
1547,262,2019,41,,188,0.211,0.284,0,0.045,0.649,0.288,0.036
1548,10,2019,41,,84,0.147,0.177,0,0.063,0.917,0.458,0.458
1549,444,2019,41,,53,0.083,0.137,0.019,0.027,0.541,0.757,0.189
1550,306,2019,41,,94,0.102,0.148,0.011,0.05,0.7,0.9,0.625
1551,281,2019,41,,390,0.196,0.147,0.072,0.028,0.332,0.84,0.08
1552,394,2019,41,,68,0.345,0.138,0.015,0.111,0.944,0.861,0.833
1553,183,2019,41,,30,,0.069,0,,0.82353,0.64706,0.35294
1554,194,2019,41,,38,,0.297,0,,0.53333,0.53333,
1555,407,2019,41,,78,0.186,0.143,0,0.041,0.612,0.633,0.122
1556,305,2019,41,,74,0.2,0.152,0,0.071,0.619,0.881,0.119
1557,104,2019,41,,230,0.198,0.226,0.009,0.713,0.87,0.661,0.687
1558,330,2019,41,,44,0.05,0.116,0.318,0.042,0.792,0.833,0.208
1559,275,2019,41,,51,0.175,0.182,0.039,0,0.44,0.52,0.12
1560,399,2019,41,,58,0.091,0.2,0,0,0.733,0.633,0.433
1561,248,2019,41,,87,0.108,0.169,0.011,0.239,1,0.457,0.565
1562,421,2019,41,,48,0.13,0.089,0.021,0.036,0.679,0.536,0.321
1563,15,2019,41,,117,0.364,0.097,0,0,0.81,0.667,0.095
1564,265,2019,41,,120,0.059,0.233,0.025,0.029,0.5,0.574,0.132
1565,198,2019,41,,54,0.125,0.265,0,,0.68421,,0.52632
1566,264,2019,41,,98,0.257,0.175,0.051,0.111,0.639,0.25,0.583
1567,428,2019,41,,138,0.158,0.393,0.036,0.034,0.966,0.448,0.931
1568,149,2019,41,,253,0.095,0.132,0.008,0.056,0.706,0.856,0.261
1569,114,2019,41,,113,0.119,0.075,0,0.038,0.75,0.346,0.25
1570,242,2019,41,,67,0.097,0.25,0.015,0,0.865,0.514,0.216
1571,426,2019,41,,81,0.183,0.271,0.062,0.026,0.359,0.795,0.077
1572,446,2019,41,,69,0.136,0.136,0.029,0.098,1,0.854,0.195
1573,239,2019,41,,41,,0.1,0,0.042,0.833,0.708,0.375
1574,430,2019,41,,88,0.184,0.38,0.034,0,1,0.563,1
1575,252,2019,41,,50,0.233,0.279,0,0.036,0.357,0.607,0.143
1576,423,2019,41,,69,0.182,0.175,0.014,0.051,0.897,0.487,0.205
1577,109,2019,41,,108,0.178,0.22,0.019,0,0.613,0.677,0.129
1578,162,2019,41,,113,0.197,0.253,0,0.028,1,0.972,0.722
1579,418,2019,41,,86,0.267,0.122,0.058,0.114,0.682,0.75,0.205
1580,222,2019,41,,53,0.179,0.125,0,0,0.857,0.571,0.643
1581,186,2019,41,,31,,0.233,0,,0.8,1,0.66667
1582,1,2019,41,,47,0.174,0.279,0,0.074,0.556,0.556,0.074
1583,263,2019,41,,93,0.125,0.174,0,0.049,0.854,0.78,0.634
1584,189,2019,41,,26,0,0.154,0,0.05,0.35,1,0.1
1585,321,2019,41,,51,0.04,0.24,0.059,,0.94444,0.5,0.83333
1586,315,2019,41,,74,0.111,0.086,0.027,0.12,0.62,0.66,0.1
1587,218,2019,41,,32,0.414,0.2,0,,,0.93333,
1588,349,2019,41,,54,0.192,0.327,0,0,0.704,0.667,0.333
1589,391,2019,41,,86,0.074,0.134,0,0.028,0.861,0.944,0.278
1590,3,2019,41,,56,0.257,0.255,0,0.03,0.333,0.424,0.03
1591,273,2019,41,,117,0.178,0.288,0.009,0,0.611,1,0.014
1592,243,2019,41,,88,0.086,0.373,0,0,0.66,0.681,0.404
1593,113,2019,41,,48,0.103,0.111,0,0.097,0.548,0.742,0.323
1594,335,2019,41,,39,0.192,0.176,0.077,0,0.36,0.68,0
1595,240,2019,41,,31,0,0.258,0.032,0,0.65,0.7,0.2
1596,327,2019,41,,59,0.184,0.192,0.017,0.03,0.545,0.788,0
1597,211,2019,41,,112,0.122,0.274,0,0.183,0.717,0.383,0.267
1598,376,2019,41,,44,0,0.023,0,0.097,0.968,0.935,0.581
1599,332,2019,41,,31,0.333,0.208,0,,0.5,0.64286,
1600,7,2019,41,,60,0,0.1,0,0,0.906,0.719,0.281
1601,290,2019,41,,211,0.179,0.264,0.038,0,0.935,0.548,0.484
1602,317,2019,41,,58,0.061,0.161,0,0.043,0.957,0.783,0.348
1603,379,2019,41,,64,0.061,0.21,0,0.083,0.556,0.722,0.25
1604,312,2019,41,,99,0.05,0.237,0,0.073,0.873,0.873,0.273
1605,303,2019,41,,88,0.135,0.111,0.08,0,0.636,0.659,0.318
1606,236,2019,41,,62,0.067,0.1,0,0.073,0.61,1,0.073
1607,334,2019,41,,23,,0.286,0,,0.61538,0.53846,
1608,261,2019,41,,114,0.148,0.21,0.009,0.036,0.768,0.768,0.482
1609,19,2019,41,,22,,0.19,0,,0.70588,0.76471,0.29412
1610,245,2019,41,,80,0.119,0.133,0.063,0.128,0.897,0.462,0.692
1611,361,2019,41,,33,,0.161,0,0,0.667,0.381,0.095
1612,271,2019,41,,95,0.081,0.289,0.011,0,0.667,0.273,0.424
1613,17,2019,41,,37,0,0.135,0,0,0.9,0.9,0.45
1614,106,2019,41,,70,0.308,0.242,0,0,0.951,0.244,0.463
1615,336,2019,41,,32,,0.194,0,,0.8125,0.8125,0.375
1616,363,2019,41,,41,,0.179,0.024,0.083,0.792,0.417,0.292
1617,351,2019,41,,43,0,0.14,0,0.03,0.485,0.758,0.212
1618,93,2019,41,,42,,0.268,0,0,0.95,0.55,0.55
1619,253,2019,41,,67,0,0.209,0,0.2,1,0.567,0.633
1620,381,2019,41,,116,0.232,0.18,0,0.068,1,0.545,0.045
1621,445,2019,41,,15,0,,0,,0.81818,,
1622,126,2019,41,,53,0.133,0.204,0.019,0.032,0.548,0.581,0.258
1623,267,2019,41,,51,0,0.078,0.02,0.192,1,0.962,1
1624,11,2019,41,,31,0.1,0.31,0.032,,0.90909,0.72727,0.54545
1625,187,2019,41,,32,0.15,0.138,0,,1,1,1
1626,193,2019,41,,33,,0.355,0,,0.88235,0.70588,
1627,5,2019,41,,50,,0.122,0,0,0.656,0.625,0.281
1628,429,2019,41,,71,0.167,0.154,0.014,0.189,0.865,0.432,0.297
1629,274,2019,41,,90,0.098,0.202,0.033,0,0.471,0.529,0.098
1630,215,2019,41,,62,0.095,0.117,0.016,0,0.462,0.974,0.179
1631,404,2019,41,,47,0.087,0.289,0.021,0.043,0.783,0.565,0.435
1632,121,2019,41,,59,0.2,0.259,0,0,0.735,0.382,0.147
1633,358,2019,41,,45,0.091,0.093,0,0,0.679,0.821,0.286
1634,362,2019,41,,39,,0.189,0,0.208,0.583,0.667,0.125
1635,247,2019,41,,76,0.106,0.31,0.013,0.172,1,0.724,0.931
1636,170,2019,41,,39,0.087,0.162,0.051,0,0.464,0.357,0.036
1637,92,2019,41,,35,0.192,0.333,0,,1,1,0.88889
1638,448,2019,41,,39,,0.526,0,,1,0.6,1
1639,322,2019,41,,21,,,0,,0.91667,0.41667,0.41667
1640,272,2019,41,,62,0.265,0.132,0,0,0.8,0.84,0.28
1641,439,2019,41,,24,0,0.125,0,,0.76471,0.64706,0.29412
1642,136,2019,41,,44,0.5,0.211,0.023,0.037,0.667,0.481,0
1643,127,2019,41,,27,,0,0,0,0.52,0.68,0.04
1644,282,2019,41,,84,0.1,0.269,0.048,0,0.615,0.885,0.269
1645,105,2019,41,,79,0.388,0.233,0,0.069,0.759,0.966,0.276
1646,307,2019,41,,62,0.061,0.133,0.016,0,0.73,1,0
1647,216,2019,41,,43,0.045,0.214,0.07,0.048,0.952,0.524,0.667
1648,311,2019,41,,65,0.083,0.097,0,0,0.354,0.792,0.042
1649,152,2019,41,,60,0.429,0.111,0.05,0.133,0.8,1,0.067
1650,371,2019,41,,42,0.207,0.083,0,0,0.55,0.8,0.3
1651,132,2019,41,,59,0.026,0.138,0,,1,0.26316,0.52632
1652,382,2019,41,,50,0.161,0.111,0.04,0,0.682,0.909,0.227
1653,375,2019,41,,33,0,0.273,0,,0.83333,0.77778,0.5
1654,18,2019,41,,41,0.182,0.568,0,,0.9375,0.9375,0.625
1655,95,2019,41,,55,0.071,0.245,0.073,0.04,0.92,0.6,0.76
1656,437,2019,41,,36,0.087,0.265,0.139,,0.54545,1,0.45455
1657,111,2019,41,,48,0.043,0.17,0.042,0.148,0.741,0.704,0.444
1658,224,2019,41,,14,0,,0,,0.72727,,0
1659,383,2019,41,,46,0.265,0.351,0.022,,1,0.8,0.5
1660,343,2019,41,,28,,0.444,0,,1,,
1661,436,2019,41,,66,0.071,0.063,0.061,0.042,0.958,0.25,0.833
1662,110,2019,41,,83,0.063,0.123,0,0.383,0.979,0.489,0.106
1663,16,2019,41,,46,0.063,0.068,0.065,0,0.389,0.667,0
1664,337,2019,41,,31,0.182,0.074,0.032,,0.53333,1,
1665,438,2019,41,,28,,0.269,0,,1,,0.61538
1666,192,2019,41,,23,,0.26316,0,,0.90909,,
1667,443,2019,41,,16,0,,0,,1,,
1668,172,2019,41,,71,0.377,0.314,0,0,0.438,0.875,0
1669,14,2019,41,,38,0.087,0.111,0,,0.93333,0.8,0.6
1670,12,2019,41,,42,0.067,0.225,0.048,,1,1,0.91667
1671,354,2019,41,,57,0.154,0.196,0,0.028,0.444,0.972,0.083
1672,410,2019,41,,23,,,0,,0.46154,0.84615,
1673,179,2019,41,,20,,,0,,0.45455,0.81818,
1674,266,2019,41,,28,,0.077,0,,0.77778,0.94444,
1675,398,2019,41,,74,0.139,0.101,0.027,0.111,0.944,1,0.528
1676,405,2019,41,,49,0.067,0.149,0,0.26316,1,0.52632,0.94737
1677,422,2019,41,,87,0.04,0.163,0.011,0.015,0.697,0.47,0.348
1678,288,2019,41,,19,,,0.68421,  ,  ,  ,  
1679,173,2019,41,,14,,,0,,0.6,,0
1680,295,2019,41,,64,0.087,0.25,0.031,0,0.692,0.692,0.231
1681,364,2019,41,,28,,0.222,0.107,,0.9,0.6,0.8
1682,367,2019,41,,43,0,0.07,0,0,0.947,0.105,0.053
1683,408,2019,41,,53,0.207,0.149,0,0.04,0.8,0.44,0.4
1684,144,2019,41,,25,,0.042,0,0,0.455,0.864,0
1685,316,2019,41,,36,,0.029,0.083,0,0.452,0.839,0.065
1686,9,2019,41,,30,,0.069,0,0.095,0.524,0.81,0.238
1687,296,2019,41,,33,0,0,0.03,0,0.762,0.429,0
1688,159,2019,41,,23,,0.136,0,,0.58333,1,0.5
1689,180,2019,41,,15,,,0,,0.54545,,
1690,298,2019,41,,39,0.045,0.026,0,0,0.643,1,0.143
1691,268,2019,41,,31,,0.133,0,,0.88235,0.58824,0.41176
1692,228,2019,41,,18,0,,0,,1,0.77778,0.88889
1693,147,2019,41,,49,0.069,0.234,0,,1,0.94118,0.35294
1694,246,2019,41,,36,0.077,0.059,0.083,,1,1,0.7
1695,257,2019,41,,33,,0.267,0,,0.73333,,
1696,178,2019,41,,8,,,0,,,,
1697,347,2019,41,,26,,0.25,0,,1,,0.55556
1698,442,2019,41,,20,,,0,,0.6,0.6,
1699,129,2019,41,,38,,0.25,0,,1,0.85714,1
1700,150,2019,41,,34,0.333,0.222,0.029,,0.90909,1,
1701,230,2019,41,,14,,,,,0.66667,1,
1702,143,2019,41,,13,,,,,,1,
1703,145,2019,41,,56,0.074,0.167,0,0,0.962,0.808,0.154
1704,401,2019,41,,14,0,,0,,0.6,1,
1705,233,2019,41,,15,0,,0,,0.83333,0.91667,0.41667
1706,386,2019,41,,10,,0,0,,,1,0
1707,133,2019,41,,42,0.148,0.211,0,0.045,0.545,0.773,0.182
1708,197,2019,41,,9,,0,0,,,0.85714,
1709,388,2019,41,,18,,0.4,0,,,,
1710,160,2019,41,,41,0,0.098,0,0.054,0.189,0.297,0
1711,141,2019,41,,13,0,0,0,,0.5,0.58333,
1712,94,2019,41,,20,0,0.3,0,,1,0,
1713,124,2019,41,,19,,,0,,0.81818,0.63636,
1714,424,2019,41,,49,0.038,0.167,0.02,0.269,0.846,0.808,0.654
1715,2,2019,41,,29,,0.214,0,,0.77778,0.66667,0.33333
1716,353,2019,41,,12,,,0,,0.77778,,0
1717,142,2019,41,,22,,0.27778,0.091,,0.54545,0.45455,
1718,116,2019,41,,30,,0.071,0,0,0.783,0.435,0.174
1719,304,2019,41,,15,0,0.33333,0,,,0.75,0
1720,310,2019,41,,41,0.28,0.206,0,,0.75,0.8125,0.5
1721,308,2019,41,,14,,,0,,,,
1722,157,2019,41,,28,0.6,,0,,0.61538,0.69231,
1723,156,2019,41,,31,0.1,0.207,0,,0.4375,0.625,
1724,393,2019,41,,48,0.364,0.125,0,0.043,0.87,0.913,0.217
1725,97,2019,41,,12,0,,0,,,0.90909,0
1726,96,2019,41,,21,0,0.143,0.048,,0.78571,0.85714,0.5
1727,341,2019,41,,14,0,0,0,,1,,0.625
1728,417,2019,41,,13,0,,,,0.5,0.5,0
1729,440,2019,41,,16,,,,,0.7,0.9,
1730,177,2019,41,,16,0,,0,,0.69231,,
1731,259,2019,41,,17,,0,0,,0.58333,,
1732,117,2019,41,,17,0,,0,,,0.66667,
1733,402,2019,41,,21,,0.05,0,,0.5,1,
1734,190,2019,41,,16,,0,0,,,0.93333,
1735,419,2019,41,,36,,0.242,0.028,0,0.55,0.8,0.2
1736,229,2019,41,,6,,0,0,,,1,0
1737,427,2019,41,,16,,,0,,0.75,,
1738,202,2019,41,,33,0.24,0.037,0,,0.58333,0.58333,0
1739,118,2019,41,,21,0,0.143,0,,0.64706,0.58824,0.29412
1740,411,2019,41,,21,,0.26316,0,,0.85714,0.85714,0.71429
1741,369,2019,41,,27,0,0.148,0,0.045,0.955,0.318,0.636
1742,400,2019,41,,12,,,0,,,,0
1743,128,2019,41,,42,0,0.262,0,0.065,0.806,1,0.452
1744,122,2019,41,,10,,,0,,,,
1745,235,2019,41,,,,,0,,,,
1746,372,2019,41,,13,,,,,0.625,1,
1747,385,2019,41,,12,,0,0,,,0.8,0
1748,8,2019,41,,14,,,,,0.625,1,
1749,220,2019,41,,9,0,,0,,0.83333,0.83333,
1750,345,2019,41,,,0,0,0,,,,
1751,175,2019,41,,11,,,,,0.85714,0.85714,
1752,294,2019,41,,33,,0.094,0,0.217,0.739,0.783,0.652
1753,338,2019,41,,21,,0.3,0,,,,
1754,431,2019,41,,11,,0,0,,,0,
